timestamp,open,high,low,close,volume
2023-11-06,1954555.5,1974999.9,1938828.0,1956798.5,6.5877802
2023-11-07,1963255.0,1990999.9,1938833.0,1989953.0,7.2327284
2023-11-08,1984989.0,2000000.0,1961021.5,1984000.0,5.2965392
2023-11-09,1987136.0,2109005.7,1981300.3,2052601.1,14.4811222
2023-11-10,2052601.1,2098610.5,2030000.0,2079719.2,7.4737515
2023-11-11,2079719.2,2093764.9,2061260.0,2081740.7,5.6342846
2023-11-12,2078000.0,2086541.9,2064990.6,2074561.3,4.7284163
2023-11-13,2074561.3,2093223.8,2038000.1,2050898.0,6.6093237
2023-11-14,2046490.9,2069461.1,1960925.0,1975946.3,7.329801
2023-11-15,1981957.1,2115006.0,1975006.0,2105003.8,8.5989459
2023-11-16,2105003.8,2109217.9,1995999.0,2018109.0,10.6148247
2023-11-17,2018303.0,2039134.4,1991496.8,2027501.5,9.0643633
2023-11-18,2026024.4,2044488.9,2010061.9,2031185.5,4.8743565
2023-11-19,2031185.5,2077845.6,2016894.0,2069000.0,4.864924
2023-11-20,2070858.7,2085000.0,2035227.0,2065487.1,9.5932872
2023-11-21,2065487.1,2080662.0,1998800.1,1998800.1,6.5151877
2023-11-22,1998800.1,2093597.4,1960000.8,2053428.8,7.2573512
2023-11-23,2059986.9,2085936.0,2045010.1,2060250.6,5.1690088
2023-11-24,2056134.1,2124945.0,2049005.0,2086323.0,7.6941643
2023-11-25,2086323.0,2101298.8,2080619.1,2099958.0,3.6989511
2023-11-26,2096747.8,2110761.7,2070862.7,2083516.3,5.437739
2023-11-27,2081800.2,2090807.9,2038579.2,2065683.3,4.7552204
2023-11-28,2065683.3,2123000.0,2046517.0,2103981.8,7.0011438
2023-11-29,2095010.1,2120000.0,2075000.0,2087304.1,6.8172207
2023-11-30,2087304.0,2109034.0,2077000.0,2090094.7,4.7778258
2023-12-01,2090647.9,2143869.0,2077000.0,2134040.1,8.0017088
2023-12-02,2133961.8,2200000.0,2130000.0,2176751.1,5.7169184
2023-12-03,2176751.1,2200854.9,2154003.2,2199246.5,5.0909145
2023-12-04,2199246.7,2337613.6,2189986.1,2329661.0,11.6779452
2023-12-05,2329534.6,2451217.9,2295491.8,2442926.9,10.2959744
2023-12-06,2436507.3,2450000.0,2399633.0,2422392.6,9.0534474
2023-12-07,2410755.1,2440795.9,2361330.5,2406849.0,7.461152
2023-12-08,2388715.2,2464999.9,2382555.8,2443005.4,7.6571913
2023-12-09,2443005.4,2454000.0,2418000.0,2439177.0,4.5434282
2023-12-10,2439152.9,2444362.1,2410722.3,2427135.2,3.4005931
2023-12-11,2427110.1,2436899.9,2248589.1,2291625.2,11.4817715
2023-12-12,2300000.0,2341684.7,2264620.1,2316380.9,9.0085259
2023-12-13,2301107.1,2409738.9,2264624.7,2386000.0,7.0972383
2023-12-14,2386000.1,2415999.1,2320000.0,2385610.2,6.2611696
2023-12-15,2385655.1,2414843.4,2320000.0,2339562.4,7.2152035
2023-12-16,2355600.0,2379995.0,2325000.1,2369309.0,3.8038729
2023-12-17,2369272.0,2372461.8,2285061.0,2307281.3,4.6291717
2023-12-18,2300150.2,2388888.8,2260000.0,2386644.5,6.3912232
2023-12-19,2370746.4,2429664.6,2330000.1,2375270.5,8.2455801
2023-12-20,2374665.1,2443000.0,2348977.7,2429570.3,7.8199365
2023-12-21,2429570.2,2449549.8,2360000.0,2429933.9,7.5260155
2023-12-22,2429897.9,2446000.0,2400000.0,2441437.9,6.6866846
2023-12-23,2424047.1,2441590.0,2416250.0,2422214.9,3.5585182
2023-12-24,2422214.8,2439000.0,2381940.4,2385908.6,3.5290025
2023-12-25,2382160.0,2430000.0,2357194.2,2422885.9,3.1347997
2023-12-26,2422596.0,2422603.9,2330000.0,2378018.0,4.8120503
2023-12-27,2340272.6,2417213.9,2336150.0,2390136.9,7.7620283
2023-12-28,2380619.0,2414962.0,2362300.4,2370056.1,5.6844494
2023-12-29,2375000.0,2399000.0,2305000.1,2328099.0,8.2337143
2023-12-30,2345931.6,2379617.1,2312011.1,2344158.1,4.2964007
2023-12-31,2320817.0,2380000.0,2320816.6,2350005.1,2.8111991
2024-01-01,2350005.1,2438000.0,2350000.0,2438000.0,4.2199313
2024-01-02,2430000.0,2544300.5,2415900.0,2458499.9,13.2161737
2024-01-03,2429022.0,2520283.1,2280000.1,2376100.1,26.6717448
2024-01-04,2396879.9,2472725.3,2335938.1,2450853.4,13.9989382
2024-01-05,2443158.3,2462508.0,2377608.6,2445000.1,5.9968593
2024-01-06,2445000.1,2458999.8,2407171.0,2438479.0,3.3331985
2024-01-07,2430843.1,2458999.9,2425594.1,2428396.7,3.6532008
2024-01-08,2429049.8,2610557.0,2402117.0,2536074.3,16.8866786
2024-01-09,2536074.3,2623653.9,2481419.0,2570982.8,21.5186044
2024-01-10,2570982.8,2670579.4,2494103.7,2605030.1,11.7002063
2024-01-11,2621264.1,2745000.4,2561629.0,2591045.1,13.5331133
2024-01-12,2603793.0,2614859.8,2350000.0,2403172.4,13.4999861
2024-01-13,2403172.4,2500000.0,2382001.1,2410809.3,7.3449614
2024-01-14,2410857.6,2433574.0,2387000.5,2387000.5,4.0263674
2024-01-15,2386714.3,2433990.1,2365800.2,2392158.6,5.4489731
2024-01-16,2378826.0,2435001.0,2361178.0,2421371.9,5.2129087
2024-01-17,2423265.8,2423265.8,2365771.8,2383832.3,4.5695224
2024-01-18,2388284.8,2405782.9,2282005.6,2318019.7,7.9167917
2024-01-19,2317825.6,2363944.5,2260000.1,2324161.7,7.2002932
2024-01-20,2324161.7,2347896.1,2308446.0,2337999.8,2.7560978
2024-01-21,2337999.7,2346935.0,2315000.0,2320000.1,2.5354515
2024-01-22,2325784.5,2334715.0,2230000.0,2231483.8,10.253082
2024-01-23,2231483.8,2269999.9,2175516.3,2249637.1,10.8858035
2024-01-24,2240602.7,2275000.0,2218169.9,2253495.8,6.0746488
2024-01-25,2253540.9,2274994.9,2235416.4,2249160.5,4.6137373
2024-01-26,2249160.5,2377071.2,2239741.5,2363768.0,6.9702657
2024-01-27,2352101.2,2381162.9,2340361.6,2379988.1,2.8115268
2024-01-28,2379617.5,2411111.0,2353854.1,2375514.0,3.3505871
2024-01-29,2359050.1,2445555.0,2342200.0,2440311.5,8.0366416
2024-01-30,2440311.5,2472439.9,2417741.2,2428991.7,7.9466603
2024-01-31,2417961.1,2448888.0,2375000.1,2393853.4,5.4905352
2024-02-01,2394826.0,2420620.8,2350500.1,2403924.4,5.9610621
2024-02-02,2403924.4,2428931.2,2379007.6,2415128.3,7.318669
2024-02-03,2415128.3,2427718.1,2393686.0,2413759.9,3.462592
2024-02-04,2409124.7,2419447.9,2361420.2,2385401.4,3.5961352
2024-02-05,2385401.3,2449999.9,2361420.2,2400830.2,6.6403489
2024-02-06,2400754.5,2432345.6,2385619.2,2419524.6,17.7823364
2024-02-07,2419524.6,2493833.3,2390000.0,2470518.8,18.2681831
2024-02-08,2470279.6,2540391.7,2420000.0,2523897.8,25.4096201
2024-02-09,2523948.3,2649821.7,2480000.0,2560000.0,34.2329429
2024-02-10,2540000.0,2650980.1,2540000.0,2615691.0,19.8701012
2024-02-11,2615691.0,2691192.8,2580000.0,2659363.6,21.8770937
2024-02-12,2667810.5,2790000.0,2632700.0,2767883.7,27.9012464
2024-02-13,2767844.8,2788812.9,2666378.6,2758261.5,32.4870316
2024-02-14,2757707.4,2892800.0,2723109.1,2876804.5,62.0325682
2024-02-15,2876746.9,2939133.9,2860200.0,2899423.1,34.6294007
2024-02-16,2899365.1,2928550.0,2870000.3,2895816.7,20.229319
2024-02-17,2895816.7,2912495.0,2760001.0,2884262.9,23.453187
2024-02-18,2837000.0,2924305.0,2835000.0,2916352.2,18.7684898
2024-02-19,2916352.2,2939938.6,2888705.2,2903114.5,21.0515911
2024-02-20,2903114.6,2952810.5,2841579.2,2917537.4,23.0230159
2024-02-21,2917595.8,2925300.0,2840005.0,2900569.8,20.9261759
2024-02-22,2900569.8,2900569.8,2850000.0,2874493.2,28.9292923
2024-02-23,2868101.2,2884995.0,2842000.1,2850067.1,17.3296923
2024-02-24,2845000.0,2888888.0,2830000.0,2875401.6,11.9488305
2024-02-25,2884221.9,2904661.3,2867246.0,2895000.0,18.6058522
2024-02-26,2895000.0,3063902.9,2851574.3,3015000.1,26.3864555
2024-02-27,3016000.2,3204030.4,3013564.0,3170000.3,37.0489917
2024-02-28,3166609.3,3598000.0,3166609.3,3495319.8,56.146576
2024-02-29,3492662.6,3559999.0,3300000.0,3404122.8,63.098304
2024-03-01,3396523.5,3520000.0,3360000.0,3482757.3,31.3679273
2024-03-02,3490501.7,3499985.4,3436000.0,3475141.8,27.4971825
2024-03-03,3463644.5,3533888.3,3432589.0,3525056.4,19.0984783
2024-03-04,3521609.8,3819431.8,3500000.0,3802519.5,28.3112909
2024-03-05,3802519.5,3844000.0,3301079.0,3569521.6,47.3279541
2024-03-06,3557000.1,3780000.0,3490000.0,3690680.9,32.3787797
2024-03-07,3688079.6,3780330.6,3630105.2,3734527.3,27.7459481
2024-03-08,3732651.9,3850000.0,3680000.0,3790171.5,30.691516
2024-03-09,3791474.7,3815000.0,3739009.2,3801110.5,21.7691406
2024-03-10,3798783.2,3894393.5,3791166.7,3836076.7,19.0893241
2024-03-11,3835967.3,4019989.0,3751001.0,3967822.7,28.6056777
2024-03-12,3984722.9,4015025.0,3826000.0,3974087.9,24.7842605
2024-03-13,3969741.3,4086694.9,3931723.6,4045634.3,24.7966129
2024-03-14,4044692.1,4079999.9,3826005.1,3971887.2,32.3336487
2024-03-15,3974398.1,4020000.0,3642494.4,3862839.8,82.329988
2024-03-16,3860102.7,3900428.1,3584910.0,3628464.3,32.3884581
2024-03-17,3635608.1,3840091.8,3584910.0,3816274.0,30.7425852
2024-03-18,3817017.7,3840091.8,3726628.4,3768840.6,28.5740955
2024-03-19,3765565.2,3786838.8,3422799.7,3452946.7,40.6832401
2024-03-20,3450000.0,3830000.0,3402492.6,3812119.0,65.3487978
2024-03-21,3814780.3,3834823.6,3620000.1,3673470.7,32.6107481
2024-03-22,3675308.2,3737594.0,3506684.0,3575214.8,40.1466094
2024-03-23,3580525.4,3704360.7,3550000.3,3641346.9,29.2753955
2024-03-24,3641346.9,3800000.0,3600096.1,3786374.8,25.570269
2024-03-25,3785395.7,3999000.0,3730661.7,3917724.1,45.5587464
2024-03-26,3912309.2,4000000.0,3877836.2,3922111.1,35.8606437
2024-03-27,3922769.1,4010000.0,3833083.7,3900590.9,53.6506032
2024-03-28,3888551.9,4033729.3,3884171.6,3990727.1,36.6912817
2024-03-29,3988164.3,3995357.1,3900000.1,3939155.7,15.0018196
2024-03-30,3939030.9,3980000.0,3927796.8,3931603.6,16.1095726
2024-03-31,3931603.6,4009995.0,3931001.0,4006503.1,17.9393709
2024-04-01,4002342.4,4010000.0,3840000.0,3932007.6,35.4977264
2024-04-02,3930519.6,3979469.2,3608402.2,3697654.5,47.1096198
2024-04-03,3701774.5,3778233.3,3660000.3,3737157.9,19.9984091
2024-04-04,3739663.6,3909995.0,3680000.0,3865940.9,22.5473221
2024-04-05,3865114.1,3877500.2,3750000.0,3843620.9,15.5966894
2024-04-06,3838839.8,3938913.3,3814000.1,3909794.2,15.5100337
2024-04-07,3911786.0,3970742.1,3886646.4,3918814.3,20.2950192
2024-04-08,3919012.1,4098000.0,3915370.9,4032948.7,35.7381704
2024-04-09,4025673.9,4044999.8,3870000.0,3910013.1,18.1049206
2024-04-10,3909283.6,4019999.9,3850000.0,3981823.5,14.7300848
2024-04-11,3981856.6,4015776.0,3930686.2,3958032.2,12.1185191
2024-04-12,3957197.0,4014554.6,3754460.0,3857520.6,17.5622772
2024-04-13,3857520.5,3960000.0,3515048.7,3678781.2,22.0304713
2024-04-14,3678781.2,3838000.0,3600260.3,3809259.3,13.1813516
2024-04-15,3807247.8,3850000.0,3622118.7,3768680.9,11.7357208
2024-04-16,3767040.3,3768680.9,3555641.4,3662213.0,25.2789988
2024-04-17,3661389.1,3743297.3,3432750.1,3514838.2,31.224465
2024-04-18,3512001.0,3683073.7,3490000.1,3637722.7,17.4202585
2024-04-19,3638684.8,3768064.1,3451510.9,3681613.3,24.7518483
2024-04-20,3682941.1,3771579.5,3643477.7,3740182.8,16.8998124
2024-04-21,3739568.0,3789191.5,3715198.5,3749890.2,17.958149
2024-04-22,3751558.4,3871285.1,3721958.4,3851047.3,21.6433468
2024-04-23,3852370.3,3870304.9,3780000.0,3805692.9,19.8499793
2024-04-24,3806415.1,3846217.2,3663613.1,3694174.8,24.6491774
2024-04-25,3695558.0,3770091.1,3641000.0,3729187.5,27.3534713
2024-04-26,3729630.4,3749473.0,3667688.2,3692825.5,21.1826039
2024-04-27,3692056.3,3696824.9,3616833.8,3676276.8,22.2017841
2024-04-28,3676238.2,3716895.2,3630000.0,3646497.6,19.1578562
2024-04-29,3646251.0,3702500.0,3580000.0,3694971.0,25.5318618
